consumer_id;order_id;courier_id;status;payment_method
402;176;723;On the way;Cash
470;2;962;On the way;Cash
375;272;168;Delivered;Card
352;833;536;Commit;Card
932;436;398;Delivered;Cash
1003;580;629;Delivered;Card
161;864;655;Commit;Cash
426;157;55;Commit;Cash
22;270;1018;Commit;Card
101;279;696;Commit;Cash
81;549;278;Commit;Card
49;967;793;On the way;Cash
988;952;453;On the way;Card
815;63;110;Commit;Card
977;111;254;On the way;Cash
576;811;537;Commit;Cash
409;721;1029;Delivered;Card
162;696;70;Delivered;Card
379;789;959;Commit;Cash
516;1038;872;Commit;Cash
542;582;985;Delivered;Card
504;576;46;On the way;Cash
3;1085;841;Commit;Card
879;134;886;Commit;Card
933;990;1085;Commit;Card
900;776;225;Delivered;Card
451;875;436;Commit;Cash
450;415;347;Commit;Cash
307;248;807;On the way;Cash
139;220;862;Delivered;Cash
726;155;846;Delivered;Cash
6;1015;920;On the way;Cash
31;525;648;Commit;Cash
301;1088;91;Commit;Card
581;951;876;Delivered;Cash
213;1071;342;On the way;Cash
517;314;599;Commit;Cash
388;916;21;Delivered;Card
228;1052;93;On the way;Cash
954;1085;711;On the way;Card
896;159;549;On the way;Cash
717;669;77;Commit;Cash
197;156;418;Delivered;Card
604;684;839;Delivered;Card
704;268;112;On the way;Card
1082;204;655;Delivered;Cash
910;185;606;On the way;Card
883;1100;377;Delivered;Cash
513;326;811;On the way;Card
199;717;730;On the way;Card
67;758;343;Delivered;Card
750;42;776;Delivered;Card
774;467;1065;On the way;Cash
1054;344;557;On the way;Cash
500;115;756;Delivered;Cash
766;806;128;On the way;Card
246;569;658;On the way;Card
83;896;1057;Delivered;Cash
7;313;380;Delivered;Cash
935;1017;152;On the way;Card
138;30;170;Commit;Cash
86;621;977;Delivered;Card
643;405;806;On the way;Cash
954;948;273;On the way;Card
333;924;752;On the way;Cash
414;749;66;Commit;Cash
709;1096;219;Commit;Card
642;1050;897;Delivered;Cash
146;139;1081;Commit;Card
735;1008;409;Delivered;Cash
263;812;558;Commit;Card
677;530;793;Commit;Cash
659;686;265;Delivered;Cash
838;439;629;On the way;Cash
970;636;57;On the way;Cash
1064;408;401;On the way;Cash
625;1094;631;On the way;Card
6;106;671;On the way;Cash
179;1009;715;On the way;Cash
859;626;299;Delivered;Card
785;984;396;Delivered;Cash
784;674;273;On the way;Cash
253;371;330;On the way;Cash
144;1047;4;On the way;Card
139;397;189;On the way;Cash
275;244;795;On the way;Card
171;144;791;Commit;Card
772;446;658;On the way;Card
610;406;435;Delivered;Card
997;672;359;Delivered;Cash
446;728;840;Delivered;Card
464;76;676;Delivered;Cash
859;1031;255;Delivered;Cash
914;1077;1065;Commit;Cash
73;593;240;Delivered;Card
863;925;192;On the way;Cash
73;447;248;Commit;Cash
610;702;360;Commit;Card
597;423;962;On the way;Cash
930;601;658;On the way;Cash
512;667;259;Delivered;Card
476;724;603;Delivered;Card
311;385;93;On the way;Cash
531;771;217;Commit;Card
319;887;367;Delivered;Cash
683;970;487;On the way;Card
497;639;3;On the way;Card
390;895;76;Delivered;Cash
972;740;753;Delivered;Card
881;555;1096;On the way;Card
978;1046;67;Delivered;Cash
1091;361;35;On the way;Cash
433;116;353;Commit;Card
