consumer_id;order_id;courier_id;status;payment_method
695;1043;360;Delivered;Card
984;403;868;Delivered;Card
888;572;492;Delivered;Card
1004;582;967;Commit;Cash
63;773;83;Commit;Cash
269;577;617;On the way;Cash
20;1077;46;On the way;Card
74;869;1086;Commit;Card
594;865;847;Commit;Card
476;378;988;Commit;Cash
380;618;154;Commit;Cash
17;812;511;Delivered;Cash
446;302;972;On the way;Card
477;937;927;Delivered;Card
241;219;383;Commit;Card
1087;1083;835;Commit;Cash
912;456;585;On the way;Card
1058;636;289;Delivered;Cash
962;950;771;Delivered;Card
203;114;733;Delivered;Card
634;30;968;On the way;Card
235;936;366;Delivered;Cash
649;552;880;On the way;Card
749;600;121;Delivered;Cash
230;273;136;Delivered;Cash
540;80;1089;Commit;Cash
95;36;895;On the way;Cash
527;673;156;Delivered;Card
313;679;287;Delivered;Cash
918;1039;152;On the way;Card
560;893;378;On the way;Cash
361;591;470;Delivered;Cash
825;561;865;On the way;Card
904;672;1069;Commit;Cash
873;65;231;Commit;Cash
655;2;425;On the way;Cash
884;53;241;Delivered;Cash
2;156;785;Commit;Card
126;427;1083;On the way;Cash
516;910;827;Delivered;Card
338;538;724;Delivered;Card
233;258;490;On the way;Cash
443;306;684;Commit;Card
146;478;563;On the way;Card
891;759;739;Delivered;Cash
855;948;806;On the way;Cash
1041;130;592;On the way;Card
266;241;572;On the way;Cash
700;144;596;Commit;Card
58;369;858;Delivered;Cash
1072;43;870;Commit;Card
836;1082;552;On the way;Cash
911;117;156;On the way;Cash
823;938;734;Delivered;Cash
157;920;935;On the way;Cash
1095;193;1042;On the way;Cash
416;1000;1063;Delivered;Cash
473;551;886;Commit;Cash
148;589;268;On the way;Cash
791;96;284;On the way;Card
631;266;199;Commit;Card
777;440;201;On the way;Cash
580;918;99;On the way;Card
573;623;72;On the way;Cash
67;766;285;On the way;Cash
679;809;695;On the way;Card
71;452;1087;Commit;Card
842;501;888;Delivered;Card
123;595;294;Delivered;Card
119;740;776;Commit;Card
72;690;638;Delivered;Card
260;695;398;On the way;Cash
962;19;300;Commit;Cash
325;168;441;Delivered;Cash
498;296;650;Delivered;Card
234;856;263;Delivered;Cash
1045;494;407;On the way;Cash
294;511;912;Commit;Cash
711;125;362;On the way;Card
281;979;971;Delivered;Card
62;61;350;Commit;Card
416;765;874;Delivered;Card
956;8;185;Commit;Card
377;245;505;Commit;Cash
252;443;697;Commit;Card
187;50;309;On the way;Cash
562;320;499;On the way;Cash
1035;359;890;Commit;Cash
617;957;962;Delivered;Card
1060;67;1057;Delivered;Card
896;153;275;Commit;Card
967;595;333;Delivered;Card
72;894;528;On the way;Card
663;68;935;On the way;Cash
974;1099;439;Delivered;Cash
441;1007;769;On the way;Cash
48;826;798;On the way;Cash
759;59;1023;Commit;Cash
179;257;608;Commit;Cash
567;237;837;Commit;Cash
171;380;370;On the way;Card
616;72;905;Commit;Cash
353;770;740;Commit;Card
155;366;270;Delivered;Card
314;919;671;On the way;Cash
50;100;84;Delivered;Cash
804;37;407;Delivered;Cash
179;55;401;Delivered;Card
874;882;477;Commit;Card
27;922;9;On the way;Card
415;6;955;Delivered;Cash
473;233;928;On the way;Card
1054;658;521;On the way;Cash
